A4,A5
5,to be a good researcher
4,
4,
5,
4,
3,To conduct a successful research in my area of interest.
5,"Successfully obtain the degree, network with other people and grow personally"
5,"Making more friends, learning interdisciplinary knowledge, doing research, and developing some of my personal interests"
5,
4,
2,
4,
4,Explore and research more than the field which we are working on
4,"To acquire necessary skills that will be useful in my future career, including soft skills like professional communication skills."
4,Building network   obtain degree   learn a lot
4,I can rent the room in graduate hall for another year. I have get used to the room in Graduate Hall 1 and it is not easy for me to adapt to new environment.
3,
5,To master in my chosen research area
4,Get a world recognised PhD.
4,"To learn as much as I can through research program, to produce great quality research, to share experience with many amazing researchers and people, and to have a vibrant campus life in NTU"
4,
4,
4,
4,Learning and research experiences
3,
4,I want to get the higher degree and increase my academic/research ability
3,Improve research skills.
3,Achieving my Masters in the area of research that I am interested in.
5,"To learn in a new, professional environment, pursuing my passion and have opportunities to do research in an academic institute."
4,finish the PhD degree and learn more about the world
4,"NTU is young, beautiful."
5,"Excellent learning ambience, strong ecosystem, world class professors"
4,Learn new knowledge and to network with other students
5,"I wish to master the MBA course with high degrees. Unfortunately, I failed to obtain good results due to my weak knowledge related to accounting and finance. But I didn't give up, and then decided to study hard than before to achieve initiatives. Feedback of our professors leverages to improve my level and I also recognize what I could overcome the difficult problems.  Thus, I hope to master not only pragmatic theories but also diversified experiences which I apply in my broad business."
4,"business insight, business linkages, south east business culture including Singapore, market concept and practice"
2,
4,Completing my research with a great success.
2,
5,
5,
3,"get the cutting-edge knowledge of finance, economics,and business."
4,
5,
5,
4,
4,"Since my background is from military, I think i will be qualified to teach at Indonesian military academies (army, navy, and airforce) and Indonesian military officer's schools after completing my study at NTU's RSIS."
4,
4,"learning new knowledge, making new friends, change of career path"
4,
4,
4,
4,"Being a PhD student, i would like to conduct my research and publish work in my tenure.  Also iam keen for opportunites for colloborations of NTU with other univ/ companies pertaining to my area of research."
4,working skills
4,It's good
4,Learn new things and experience campus life
4,Learn more about professional knowledge that can be useful to my career.  Obtain a distinguished degree so that I can have more opportunities at work
3,"prepare myself with communication theories and research tools during study, enjoy and get involved in varied cultures."
4,To be competent in my field of expertise; to gain relevant experience that would accelerate my learning process in a job; to do quality research that is relevant and amazing
5,
4,
5,"To make several true friends; To publish more paper and ... to get a girlfriend (hahaha).  Wait, wait, wait...and also win the lucky prize in this survey."
5,To Gain more exposure on Entrepreneurship and Research areas. To Gain world class education and to get international friendships.
3,
4,"Publish more JACS or Angewandte or. If possible, Nature chemistry or above is preferred."
4,To obtain a good understanding of the courses offered by the relevant modules offered for my course
5,NTU is an excellent university and I`m growing up during my experience in it.I want to get more knowledge from NTU and find a new myself as for I can get a various life different from the past.And actually I achieve the target in some aspects.
5,
3,
5,
2,to enhance the academic capability and create a social network for work and study
4,"Reflect on past work practice, update skills and enhance job prospects."
4,To obtain world-class education and get the Ph.D. degree.
4,
4,
4,To get a very paid job
5,
5,
3,I am seeking guidance who can train the equipment properly for my research.
4,
3,To graduate Msc with good GPA
4,
3,
4,To enhance my experience in an international world ranking university.    To  get my post graduation with good grades and build my career
4,
4,Learn useful skills.  Improving myself by solving problems.  Make friends.  Experience a different life.
4,
5,"To have a fruitful and rewarding education, gaining not only knowledge but also technical skills and proficiency to prepare myself for the world."
4,
4,Complete my PhD studies successfully
4,
4,Finish my degree.
4,phd degree and papers
4,Finish my graduate degree. Have a concrete preparation for my career outside the school
5,
3,Learn the knowledge that maximize my potential of life
3,
4,the piano room...
5,My main objective is to published my work in high quality journals.
3,
4,improve English and do good basis for career
5,get knowledge and make new friends
4,be quailified in the job market
4,Get my degree qualification and  also get to know more friends.
4,
5,
4,"enrich my experience, make more friends, have more time to study"
5,meet new friends and learn the latest knowledge of business
4,Be a better man and work hard.
5,expand career path
4,Qualified financial analyst
4,It has a good environment and everyone here is great. The professors are excellent and patient and the staffs give us the most warm service.
4,
5,get the degree as well as professional finance knowledge
4,more entrepreneurship projects are expected
4,
4,obtain a master degree and improve myself especially my accounting abilities
4,
4,I wish to obtain my PhD
4,To gain high end knowledge and learn the research and teaching skills
5,To learn more things in life.
5,to learn objectively and be exposed to what are relevant to the market
4,Learn of biz skills and understand more about marketing
3,"Obtain a PhD in biological sciences, preferably with a medium to high impact first author paper. I am unsatisfied mostly due to the overwhelming necessaty to attain below average / not challenging / no connection to my research subject lectures and, most importantly, a ridicilously amount of unpayed teaching hours"
3,
4,"To have ample knowledge, skills and right mindset for working world, especially in R&D sector."
3,Gain technology and entrepreneurship experience to be able to either create a startup or work in a technology company.
4,"The long connection between NTUitive or update research to the Entrepreneurship student like me, and also to the alumni so we can cooperate with them in running business"
3,Attain education goals.
3,
5,
4,Meeting people and develop an entrepreneur mindset
4,Get more foreign country learning experience and multi-culture living experience.
5,more opportunies to exchange culture with other peers from different countries
4,find interests in life
3,
4,Develop an entrepreneurial mindset and equip my skill and process with necessary knowledge.
4,exposure to different culture and networking
4,
3,I want the mrt can link to ntu campus
4,Gaining in-depth knowledge of the subject matter from a world's top university
2,To start a venture.
5,"My goal and study goal as well, acknowledge the experience which I don't have yet, thanks Ntu"
4,Attain more knowledge about the entrepreneurship field and start a business.
3,
4,gaining academic knowledge and networking
4,
5,Obtain Master Dgree
3,
4,Learning and put in practice of the insights provided by the course
2,Specialisation and real life learning which peg to recent and relevant industrial needs.
4,"Equipped with sound business knowledge , communication skills and leadership."
4,Apply what I have learnt  Networking  Be a strong voice for NTU in the future
4,obtain th eknow-how on how to start my business  get connections in related industries
5,Communication with global students
5,Learning new knowledge New cognition to the world
5,the password of student  email would not be expired
4,enrich more practical skill
4,studay
5,Hope school strengthen propaganda nanyang culture .because NTU are different schools of history?im proud of it.
5,communication
4,Learn something
4,Get upgrade
5,To enjoy the campus life with best friends.
3,
4,
5,Dance
5,business
4,
4,To learn and exchange views from students from a different cultural and social background
4,To get a relevant degree that would aid my career
5,Self betterment and acquiring new knowledge and competencies.
4,
4,Attaining a Master's degree. Making new friends. Experience university life.
5,To understand and learn new concepts and though process through developing critical thinking skills which i believe are essential for self-improvement.
3,
4,I want to finish my PhD degree and publish many papers.
4,
4,Equip myself for a successful career.
4,
5,Gain exposure
4,
5,
5,
4,
4,To enhance my knowledge in the field of IC Design and prepare myself to to be part of semiconductor industry
5,Graduate.  Volunteer to animal welfare group.
5,Learning the art of Analog design.   Get enough knowledge
4,
4,"to have a special NTU study experence,to know some NTU teachers or students."
3,
3,Good research experience.
4,
4,Getting a degree and forming a solid plan on furture development.
5,Acquire relevant knowledge and skills.   Pursue my PhD.
5,
3,in-depth learning about my major
4,
3,
2,To gain a lot of knowledge also for subjects outside my main degree and to get hands on experiences via the labs.
4,To complete my master degree
5,
4,Getting along with more friends from various areas
5,
4,"Learn relevant industry techniques and concepts, more applied engineering instead of theoretical by developing projects in order to be prepare for the laboral life after graduate."
4,Top education.
4,"Research, Experience, Education"
2,working on industrial projects and research projects
2,
4,Interact with capable individuals and professionals from different fields while attaining a recognised and relevant graduate education.
4,
4,
4,Qualification that is being recognized in the industry
3,To be an independently thinking person
5,"To get an overall idea as to how the aerospace industry works, what the industry looks for in a post-graduate(Msc) student and what skills I need as an aerospace engineer."
4,Master the theories of flight.  Quickly adapt to a research mentality.
5,improve my degree
5,NTU is a famous and having good reputation's college. It can help us learn more in our majors.
5,Be a better man
4,To find a good job in Singapore
4,complete this course and find a good job in China or Singapore .
4,
3,Degree
3,
5,improve myself comprehensively
3,Mostly Agreed.
5,
4,
4,
5,
4,
4,"Deepen my knowledge, meet new people, understand Singaporean culture and way of life, learn how things are organized here"
4,
4,to be better at understanding real-world economic problems and to be more effective in my approach to appreciating and adapting to such problems.
3,To learn more knowledge and increase the opportunity to get a better job after graduation.
4,Learn more knowledge about the practical problems
4,gain a deeper understanding of my subject of study
3,
4,"strong academic learning, work-life balance"
4,
3,I hope to get a degree and get good and meaning practices.
4,"Master degree, intership"
5,
5,To finish my graduate degree and find a good job in Singapore.
4,1.To improve my oral English; 2.To discuss reality case with professor in Financial area like Trust;3.To enjoy a festival of NTU; 4.To participate in social activities with NTU students; 5.To Buy NTU&NUS T-shirt;
5,Pactice my English. Haha~
5,
5,"My main objectives that I wish to complete is to develop as a thorough and determined economist who can see through the inconvenience of the society and provide sustainable and efficient solutions to elevate them. My course helps in exactly achieving that as it makes me ready for the industry and for future growth. I am highly thankful to my department, for developing such a dedicated and intricate course. I can not be happier! Thank you NTU!"
5,learning and optaining the degree
4,"1.To learn mangement knowledge and skills.  2.To make acquaintance with more friends who have same value and objective with me,and knowledgeable professors."
5,
5,"Study experience in top university, collaborate with brilliant schoolmates"
4,I want to increase my experience
4,
4,
5,
4,To improve the skills of management and learn with execellent classmates
4,"Broard my knowledge in finance, commecial business area, etc., enhance my understanding of people management, and impove my holistic view while thinking."
4,Know the proper behaviors during enterprise management; know more about the principles of economics and apply them during the work or start up business.
4,we learn the knowlege and open mind
5,to acquire quality general academic education in business administration
5,
5,learn academic knowledge about general business activities.
5,more sports
4,better career?good networking?useful knowledge
4,"Important knowledge and skills, such as solid understanding in finance and management, in depth comprehension of organization operation, and seasoned insight on business strategy. I need to be equipped with global vision, and a well connected network."
5,"The concept of management and management of cross cultural enterprises, international perspective"
4,to be a eligible manager
5,"management knowledge and skills,learning experience"
4,Study on the overall mangaement knowledge and skills.  Explore the career opportunities via the network of NTU.  Improve my leadership skill.
4,have systerm knowledge about economic or  finance
1,
4,1.To Enjoy the campus life  2.to improve academic system  3.to know interesting and competent school mates  4.to creat chance to touch the advanced ideas  5.to communicate with experts and professors in a lot of areas
5,
4,"Knowledge,degree and occupation promotion."
4,"To learn more knowledge,meet some friends who have the same goal,help my start-up company"
4,Business administration experience
4,management skills and knowledge  outstanding learning resources  wonderful salary after graduation
4,Learning is more than sitting in classes and doing coursework. I am looking to be inspired by both my peers and my professors in our interactions.
4,
4,
4,Learning and improving my employability
5,Getting my Masters degree
5,1.To upgrade my current level  2.Gain more opportunities to be promoted to  higher position  3.Learn more about the latest trend in this field
4,
5,"Graduate successfully in my EMBA course and gain knowledge required to manage business, thereby move up in the value chain of the organization."
4,Learn business management from the structured frame work; Get connected with the potential employers and recruiters; Get connected and learn from the other industry professionals;
5,To get a Masters Degree for my resume and to take away knowledge from the studies and use the same in my professional life.
4,"To be able to graduate with at least a second class honours, to make new friends and have friendships that will last for a long time."
5,Grow in both professional knowledge and soft skills. Find friends and build contacts.
4,"Systematic learning management and economic knowledge, and can combine some cases, improve my business level; and in the process of understanding some excellent teachers, alumni, enterprise."
4,
4,To get a degree and a good job
5,Gain exposure and understanding about the different industries
5,
5,
5,Broader perspectives  Meeting of intellectual minds  Self discovery
4,
5,
5,
5,
5,"Holistic education, wide exposure, character-building, strong friendships and relevant networks for future career development"
4,
4,
3,NA
3,To experience the life of a researcher.
4,Good library and supporting facilities.
3,obtain my PhD
3,
4,Complete my degree and have a rewarding learning experience
3,
4,
4,Study and get degree
2,I graduated...period.
4,
4,Postgraduate degree
4,
4,Complete my diploma in education course in NTU NIE
4,Complete my studies in a comfortable and resource rich environment.
4,
4,Friends and study
4,To widen my social circle and to complete my studies
4,
4,not only strive in my academics studies but also extra curriculum activities
3,
4,Finish my NIE dip
4,I would like to be more exposed to arts and performances opportunities out there.
5,Enjoy learning
4,Making new friends and gain new knowledge.
4,Explore beyond my boundaries
4,
3,Graduate from NIE
4,Graduate with a certificate on top of relevant field experiences
4,nil
4,1) Graduate  2) Gain experiences  3) Develop my capabilities further
4,completing my studies
5,Being able to attain the skills needed to become a proficient teacher.
4,To learn more about the mother tongue curriculum
4,To gain knowledge in my career prospect and develop character.
4,To gain as many experience in skills and knowledge that could help me in my job scope
4,to be able to have hands-on experiences  to be able to travel overseas for exchange  to be able to contribute to NTU by joining events and co-curricular activities
4,getting a diploma in education and perhaps pursue a degree through the crossover programme
4,To get a degree..
4,To be equipped with knowledge and skills required for my profession
4,Getting my diploma and making new friends
4,
4,Graduate with excellence
5,- To learn skills and knowledge applicable to my working life in the near future.  - To be able to enjoy school life through participation of CCAs and hall activities.   - To take up a leadership role in CCA or class during my school term
4,
5,- graduate with a good gpa  - have an all rounded campus life  - build up social network  -find career opportunities
4,
4,
4,
4,To be able to obtain both the theory and hands on approach to the field I am interested in.  To have a wider range of exposure and sharing of a diverse array of influences from foreign lecturers.
4,Learn how to excel in my job in the future
5,To obtain professional and relevant instruction in my field
4,
4,Learn more subject knowledge so that I can contribute and work directly in my field upon graduation.
4,"Learning, to gain more knowledge on my subject of interests and of course, to attain a certificate."
4,to gain relevant knowledge and experience to become a better teacher
4,Equip myself with the relevant skills and knowledge that would be beneficial to me as a primary school art teacher
5,
3,Hands on more for art lesson.
4,
4,Learning the pedagogy required to teach in the primary school
4,Ways to improve my teaching
3,To achieve distinction..
4,To obtain a diploma which will help me achieve my career objective
5,To futher enhance my skills to better understand my students in future
4,Relevant knowledge and skills for my future career.
5,To gain more knowledge
5,Get a bachelor of arts in education
4,Able to be more confident in speaking  Recognise my own talent
4,To ensure that i am well equipped and ready to teach
4,Learning how to teach art
4,Ntu/NIE courses are what I wish for
5,Have a hostel room placement.  Obtain the qualifications that I want.
4,"To learn and grow as a student and teacher, being passionate about my job"
5,
4,-nil-
4,NIL
4,The main objective is to learn more of my specific area of study and be fully prepared when going out to work in the industry
4,To complete my studies
4,To get my degree
5,Learn how to deliver my lesson effectively and learn how to handle my students
4,To get my diploma in education
4,NIL
5,To learn as much from the teachers
4,to get more knowledge to be a good teacher in the future
4,To strive in my education.
4,Learn as much as I can before starting my career and gain as much experience as I can.
4,NIL
5,complete my studies and also gain more cca experiences and forge friendships
4,
4,To be able to excel in my studies and apply the skills that I have learnt to the working world.
5,Graduate with good gpa
5,nil
4,Complete my course of study and enjoy university life!
5,Trained to be a good teacher.
4,Achieve a master's degree in Education
4,
4,To gain the necessary content knowledge to prepare me for my future career and also for my own personal development
4,Focusing on my studies and make meaningful friendships
4,To learn a lot and gain new experiences.
5,Learning as much as work related knowledge so that i can apply what i have learn to my work in the future.
4,To become a trained teacher
4,-
4,To pursue my degree and have a good experience in school
4,
5,To weapon myself with knowledge.
4,-to be able to learn techniques to manage class
4,Gain more knowledge. Learn pedagogy.
4,"To make social connections, take up more responsibilities and learn as much information so that i will be able to apply what iv learnt when i go to school."
4,nil
4,
5,To equip myself with knowledge and skills that will enable me to succeed in my career as a teacher as well as to be a better person than who I was yesterday.
5,
3,Study.
4,To be equipped with relevant skills and knowledge to be an efficient teacher.
3,
5,-
5,To do well for and build up on my experience before I start working.
4,To complete my diploma as much knowledge as possible.
4,Gain useful knowledge and skills pertaining to teaching.
4,To gain insightful knowledge and skills that I am able to apply in the working world.
4,To complete my diploma in education course.
4,To learn more useful knowledge for my future career. To make friends and build bonds.
4,To complete my modules and pass
4,To obtain diploma in education cert there
5,to learn as much as i can
4,Graduate with good grades and qualify for degree cross-over programme
5,"experience a fun and fulfilling campus life, leaving ntu with friends to keep for life."
5,- useful knowledge beneficial for teaching in schools
5,
3,To complete my diploma programme
4,
5,Being taught the various teaching approach and more real-life chances to practice the approaches learnt.
3,
4,
3,-
4,Practical teAching methods
4,Graduate with a degree and become one of the top students!
4,N/A
4,Equipped myself with the necessary skills.
4,To be equipped as a teacher.
5,
4,
2,Obtaining the necessary skills to perform well at my profession
4,
4,Get my DISE   Meet like-minded people   Have access to resources
4,To equip myself for my work.
3,To learn about scope and sequence of different subjects and to improve teaching and learning for students.
4,Able to graduate from my course with the appropriate support.
4,Equipped for teaching
4,
4,
4,Complete my diploma in Special needs and hopefully Masters in Special Needs.
4,
4,
4,Networking
5,Learn as much as possible
4,Increase my knowledge and make more friends
4,To become more proficient in my field of work.
5,"Enjoy campus life through student prices, events, bazaars, performances"
4,To complete my DISE
5,To learn as much as possible
4,To obtain the education and learning that I am enrolled for.
5,1) Learn from Lecturers and peers about the course that I am attending.  2) Make use of resources available at NTU to help me to complete my course.
4,To obtain the DISE qualification.
5,Learn practical strategies in special education
4,My studies
4,
4,"attain my qualifications, be equipped with the skills necessary for work"
4,To gain the required knowledge to better deliver my lessons for the benefits of my students.
4,
4,Gain relevant knowledge and applicable skills that I can use in my profession
4,Learn about sped
4,1) To understand and learn about the various special needs that are observed in schools  2) To pick up strategies to help them learn and integrate into the school system
3,
4,To obtain the necessary qualification with supportive and knowledgable lecturers/ tutors.
4,NIL
4,NA
4,The explore more about various kind of pedagogies from different countries.
3,
4,Acquire more knowledge in my area of study and learn how I can apply this knowledge to my work.
5,To learn something new.
2,learn effective practical skills and strategies as an Allied Educator
5,"To gain knowledge about special needs, how to teach them and also make friends :)"
4,NIE - to learn practical skills to apply in teaching special needs students.
4,"Learning how to be a better SPED Teacher, and being exposed to the various teaching styles within the SPED curriculum"
4,gaining insight in supporting students with special needs in mainstream school
4,
4,an experiential learning experience
4,
3,
4,Learn as much as I can from nurturing and knowledgeable lecturers
4,Now I'm doing my diploma at NIE. I wish to be able to do post-degree programme in future.
4,
3,Learn how to better the support the kids in school with practical strategies.
4,
3,Enjoy doing my thesis
4,Develop research skills and competencies  Develop academic writing
4,Complete my degree.
4,
3,To obtain relevant qualification for my job.
3,"Get a degree, join some CCAs, make new friends."
4,Completing my post grad course
4,To obtain my degree and gain life skills along my academic pursuit
4,to complete my doctoral study and learn to be a competence researcher.
4,Professional development
5,"Develop a perspective for education and education development  Upgrade knowledge and abilities in research  Find relevant consultation on my knowledge, ability and research development."
4,complete my research study
5,Be able to present at a conference.  Learn new skills.
4,To complete my PhD degree
4,Be proficient in my field
4,Complete my degree
4,To obtain PhD
4,Learn. Graduate.
4,Gain clinical skills
5,good learning environment
4,1. To be stretched in educational experience in Graduate Studies.  2. To be challenged in thinking in terms of spectrum of scope & depth.  3. To be exposed to my niche research community in terms of research and industrial demands.
4,Completing my PhD with help beyond that provided by my supervisor
4,to get my Master Degree.
5,"Education, insight and career advancement."
5,
4,"Personal journey to gain more knowledge, widen perspectives, and to do something beyond professional work."
4,to do well in my studies
5,Personal achievement and professional development.
4,
3,
2,"Education, obtain a higher qualification and network with other fellow researchers"
4,
4,Masters
3,NIL
4,To obtain my master's degree and to gain additional knowledge.
5,
4,
4,
4,
2,"Enhance employability, build networks, improve skills and competency. Although I'm going to degree at the end, I have achieved none of the above."
4,1) Widen and update knowledge on professional area  2l) Develop professional skills
4,
4,Professional development
5,To obtain my Masters Degree and to be intellectually stimulated in the process
4,To gain further insights into education matters
4,To accomplish my EdD Programme by this academic year
4,Broaden my horizons.
2,I wish to  complete my doctorate which I have started in 2012.
5,Complete my phd
4,To learn and reflect on my journey in education.
4,Complete mu post grad studies.
3,to complete my thesis for my DEd  to interact with my course mates and lecturers
4,
4,
3,Improve myself and graduate with the desired degree
2,Be a better learner and researcher.
4,to complete my thesis / dissertation.   to understand how to do a complete thesis and learn the research process.
4,
4,Challenge myself beyond my limits through the courses offered by NTU/NIE
5,
4,"Obtain a graduate degree, have a great learning experience."
4,"Bing enriched in thinking, research skills, knowledge, etc"
4,
5,Develop myself to deepen and widen my professional knowledge.   Acquire skills and knowledge for my career development.
4,Complete my qualification.
4,awarded PhD.
4,
2,Gain research experience and knowledge  Further my studies  Professional career in the academic field
4,Learn more about qualitative and quantitative research
4,finish my phd
4,
5,Complete my studies and contribute my research and education to the school and the community
4,
5,To upgrade my pedagogical knowledge through reading of masters of education
5,"1) The lecturers and tutor is knowledgeable in providing up to date research on educational padegogy. I have benefited a lot.  2) Special mention to my dissertation supervisor, Dr Aw Guat Poh, who is ever so encouraging and patient in guiding me, despite her busy schedule. I was thus able to complete my writings on time."
4,Obtain my Masters degree with a dissertation
4,advanced course
4,enhance my professional knowlegde
4,An enriching and fulfilling learning journey
4,Learn more content that is relevant to my area of teaching.
5,* To complete the Master of Arts in Instructional Design & Technology (MAIDT) programme
5,To have in-depth knowledge and teaching and learning methodologies on the academic subjects I have learnt and apply them effectively in my profession.
4,To be kept abreast of the latest researches in the field of mathematics education.  To be equipped with the necessary skills of a researcher.
4,To achieve my learning objectives for the Mater of Teaching course.
3,
4,updating and improving my teaching skills.
4,
4,
5,
3,Learn meaningfully
4,The provided course match my request.
5,1) personal intellectual experience  2) professional development :      a) To refresh and revisit pedagogical practices and approach      b) To keep abreast of new developments in teaching and learning      c) To increase and deepen knowledge in core teaching subject
5,
4,Complete my course
5,
5,Develop skills related to research methodology & academic writing. Develop a mastery of English language teaching.
5,To keep myself updated on latest pedagogy and development in physical education.
4,
5,Enhance my knowledge and understanding leading to a master degree.
4,
4,
4,
4,Advance my teaching skill and knowledge in NIE
5,refresh and renew my knowledge on teaching
4,Finish my masters and get a good grade.
4,
4,
5,nil
5,Learning more about managing diverse students in the classroom. Network of educators to continue the conversation on teaching and learning.
4,Get a degree
5,To gain knowledge from the experienced lecturers at NTU an the notes given to us.
5,Pursued my desired Masters Course
4,
4,Further education and practical skills
4,
3,
5,To receive good quality education
4,teaching and learning methodology
3,
4,Enrich knowledge through research in my field  Rigorous research and write-up for final Critical Inquiry
4,
4,To inform my professional practice and work.
4,achieving a masters degree
5,1) Develop a critical mind when exploring and thinking about issues.   2) Develop processing skills and learning to learn.
4,Deepening my understanding of my subject matter and having a better understanding of education and its Singaporean context.
4,To gain knowledge and specific skills pertaining to becoming an educational psychologist.
4,
4,1) Upgrading my content knowledge  2) Self- satisfaction  3) Engage in some form of life-long learning
4,To learn to hone my skills.
4,
5,
4,
4,finishing my degree in order to be professionally qualified as a psychologist
5,Obtain good Masters and further my studies.
4,Pursue my masters degree.
2,To get my doctorate
4,To complete my NIE EdD programme by 2017
5,To complete my EdD at NIE.
4,
4,"To get the best learning experience possible, enlightening, engaging, enriching."
3,Complete my study soon coz fees are high n learn well
4,Gain more knowledge and a greater expertise in my desired research area.
4,Complete my doctoral studies.
4,
4,
3,Get a MA by research part-time.
5,Learn and acquire knowledge through doing a postgraduate degree.
4,To complete EDD program successfully and gain much knowledge from the experts. With this knowledge use it at my workplace
4,To gain knowledge in my area of interest.  To obtain my degree of MSc (research).
4,To expand on and improve my research skills with good supervision
4,academic acheivement
4,Enriched academic experience
4,
4,
4,Nil
3,To get my academic qualification
4,To obtain a qualification in an academic programme which is relevant to my scope of work.
3,Complete my Master
4,Quality education and strong research skills and knowledge
4,
4,Pursue knowledge in my field
5,
4,Receive post-grad qualifications so that I can be more marketable in the job market.
4,
4,My academic progress.
4,Nil
4,Complete my Master's degree
5,Obtain my doctorate
4,Courses that allow me to upgrade specialised knowledge
4,"Professional networking opportunities, academic qualification, deepening understanding, knowledge and skills"
4,
3,
5,
4,Complete my Masters programme and learn more indepth about the various subjects that interest me.
4,
4,
5,
4,
4,To gain more knowledge in the field that I am studying in (Special education)
3,
4,To complete my Masters degree with a research thesis.
4,To get a degree from a reputed university
5,Gain a bricks and mortar advanced degree. Meet local teachers and learn more about Singapore. ( I am an foreign student).  have a wide range of lecturers.
4,To learn new pedagogy and knowledge in my subject area. To be learn how to prepare a research proposal and the steps in carrying out a research.
5,To learn useful things to be applied in my teaching.
4,
4,Upgrade my  knowledge and skills
4,To complete MA course as part-time studies and to further develop my knowledge and pedagogy in the subject.
4,
4,Personal development
3,To be competent as a teacher by completing a Master in  Education in NIE
4,Complete and achieve my masters degree
4,
3,"I wish to have more learning opportunities, and the academics' more balanced view (and good listening skills) on the gaps observed from the ground in solving problems. Thus far, having been with NTU and NIE for 5 years, I observe a pattern of academics too hung up on publishing papers in their own areas, and I have a tenured associate professor who actually said out in a class that he loathes teaching us as it takes away his time to deliver to the timeline to publish papers. I have another associate professor sharing on how many points each postgraduate research students is worth, in advancing the career. All this bodes down to selfish interests, and makes me wonder if I went to the right institution to obtain my objectives to learn and develop knowledge with true 'teachers'. Having said that, the saving grace is in one professor who takes time to share knowledge and demonstrate the values of an educator."
4,
3,
4,To complete my PhD
4,To learn skills that I can adopt in my workplace and social circles.  To enlarge my social circle
2,To pursue knowledge at an affordable price
5,My PhD
3,
4,Graduate
5,
5,Immerse in an intellectual environment.
4,to be trained as a qualified researcher
3,expand my academic skills and experiences
1,I wanted to do a dissertation study.
4,To equip myself with skills and knowledge in conducting research studies in the area of early childhood and special education.
3,
5,"Receiving in-depth knowledge about my course of study, with regards to both local an international research and projects that can assist me in my career."
4,"Enhance learning, experiential learning, sharing of knowledge with peers"
4,Personal academic attainment
4,"Expanding my knowledge and relevant skills for future challenges, and  Building professional network"
5,Fulfill intellectual curiosity
5,"Gain new perspectives, more critical thinking"
4,To further my education in my selected field
5,Learn as much from the MEd DevPsyc programs
4,Professional development & knowledge acquisition
4,1) deepen knowledge in my academic discipline  2) learn to conduct and report research
4,
5,
4,
4,
4,To supplement my knowledge so that I can have a wider career choices.
2,Relevant learning experiences that can be transferable to work.
4,Obtain a Master degree which is recognised by Singapore employers
4,Access to many educational resources that helps me to improve my teaching and learning. Learn new skills which I never get any chance to learn from my workplace.
4,Enrich myself through attaining a much stronger content mastery and stretching my boundaries.
3,
5,To gain vital and up to date information on special education.
4,
4,Get my masters and apply to my work
5,
4,To achieve my preset learning goals
4,
4,- To obtain a post-graduate degree.   - To network and know people in the same field.  - To expand my knowledge in the field.
4,
4,
4,Gaining more knowledge in my area of expertise
4,"To learn by doing rather than learning about, and in the process, change the way I think and act, so that I can impact those around me in good ways, and be a benefit to family, friends, institution, society, earth and god."
4,Learn how to do research.  Learn how to write a research paper.
4,To apply what I've learnt at work
4,- Complete my Masters programme successfully.  - Gain sufficient knowledge that can be applied at work.
4,Get my degree
3,More exercise
4,
4,
5,To gain my phd
4,na
4,Life long learning and enriched by knowledge to make an impact to education and the lives of the young ones.
4,Self growth with widening of perspectives in looking at education.
4,1) to earn a Master's degree  2) to experience life as a post grad student
4,To get my degree
3,
4,
3,to graduate with a masters qualifications
4,To obtain a recognised qualification relevant to my line of work
5,"To gain new knowledge on subjects that would be useful for my working environment, and be able to apply them effectively."
4,To understand educational research and how to conduct one.
4,
4,To attain my Masters in Education (Developmental Psychology) at NIE.
3,
5,
5,Networking and obtain my higher degree (EdD).
4,
4,
4,Complete my masters.
4,
4,To study and learn more and be recognised by a Master
4,
3,
2,achieve a more in-depth knowledge in my subject area
4,To obtain my Masters degree on a part-time basis within 2 1/2 years.
4,To hone my skills as an educator
4,Get a masters
4,1.To gain a deeper knowledge of my subject areas and enhanced applicability of the knowledge  2. To know real academia who know their stuff and who are able to inspire their students
3,gain practical skills and knowledge relevant to the field that i work in
4,
4,To acquire the relevant teaching skills and coaching approach so as to enable me to help students in their learning journey with me.
4,complete my masters degree successfully
4,
3,Get a good sound grounding in my chosen field (Applied Linguistics)  Establish good professional connections and friendships across the university
3,To graduate with a Master degree and being able to apply what I've  learnt
4,Learn deeper meanings on the curriculum concepts/strategies & how to relate and apply in my field of teaching.
2,To attain a credible Master's degree.  To gain exposure to  different perspectives and critical understanding of issues of study
4,
4,
4,
4,"To complete my master's degree, to equipped myself with latest research methods and findings."
4,To complete my Master in Education (High Ability Studies).  To gain more pedagogical knowledge in terms of teaching and learning of high ability students.  To know more friends and build up the teachers' network.
5,obtain a graduate degree with authentic research experience
5,To obtain my masters degree with optimal help from my tutors and lecturers.
4,To complete my Master
5,to gain extra knowledge and skills to improve pupils' development
3,Obtain a postgraduate degree that is comparable to other world class instituitions
4,
4,
4,Attain a good Masters Degree
4,To get my doctoral degree
4,
4,To enjoy the learning process as I pursue a higher degree of my interest
4,To be better equipped with greater knowledge and skills to meet the challenges of this century.
4,To complete my course and explore further options (ie. PhD)
4,To enrich my mind and gain a broader perspective on education (NIE). To sharpen my skills in teaching too.
3,To graduate
5,
4,
5,
4,To learn about the discipline I have chosen and to experience postgrad studies
4,
4,Gain more practical skills and eposure to field work
3,My main objective is to enhance my knowledge and skills that would improve my work. To a certain extent with the extensive reading it has helped me greatly
3,obtain my masters.
4,To complete my Masters Program with deep understanding of what I have learned.
4,Increase my knowledge and research skills.
